"","X","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_num5rd","c_type","flgrm5","mrkgrm5","ngrm5","flmth5","mrkmth5","nmth5","towncode","popcode","tip_a","grade","classid","classize","X_type_","X_freq_","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
"1",1,11005,54,24,30,9,1,2,1,5,2,2,27.2700004577637,73,55,20,73,55,26104,11,24,5,1,28,0,2,54,28,74.1100006103516,17.8999996185303,28,70.5699996948242,35.7000007629395,1,0,0,0,0,2,72.6372756958008,20.0109100341797,55,72.7447280883789,27.2563629150391,55,0,NA,NA,24,26104,24
"2",2,11005,54,24,30,9,1,2,1,5,2,2,27.2700004577637,73,55,20,73,55,26104,11,24,5,2,26,0,2,54,27,71.1100006103516,22.2000007629395,27,75,18.5,1,0,0,0,0,2,72.6372756958008,20.0109100341797,55,72.7447280883789,27.2563629150391,55,0,NA,NA,24,26104,24
"3",3,11006,37,21,16,12,2,2,1,7,2,2,31.4300003051758,67,35,48.5699996948242,56,35,26104,12,38,5,1,22,0,2,37,15,64,33.2999992370605,15,75.4700012207031,20,1,0,0,1,0,2,64,33.2999992370605,15,75.4700012207031,20,15,0,NA,NA,38,26104,38
"4",4,11006,37,21,16,12,2,2,1,7,2,2,31.4300003051758,67,35,48.5699996948242,56,35,26104,12,38,5,2,15,0,2,37,20,50,60.0224990844727,20,60.6474990844727,40.002498626709,NA,1,0,1,0,2,64,33.2999992370605,15,75.4700012207031,20,15,1,20,20,38,26104,38
"5",5,11009,32,17,15,6,1,2,1,1,1,1,40.6300010681152,74,32,21.8799991607666,68,32,4622,11,6,5,1,32,0,1,32,32,68.379997253418,21.8999996185303,32,73.9700012207031,40.5999984741211,1,0,0,0,0,1,68.379997253418,21.8999996185303,32,73.9700012207031,40.5999984741211,32,0,NA,NA,6,4622,6
"6",6,11010,68,34,34,15,1,1,1,NA,2,2,32.689998626709,69,52,26.4200000762939,61,53,30007,11,3,5,1,34,0,2,68,22,59.8600006103516,31.7999992370605,22,69.5500030517578,22.7000007629395,1,0,0,0,0,2,61.0532073974609,26.4188671112061,53,68.7307662963867,32.6807708740234,52,0,NA,NA,3,30007,3
"7",7,11010,68,34,34,15,1,1,1,NA,2,2,32.689998626709,69,52,26.4200000762939,61,53,30007,11,3,5,2,34,0,2,68,31,61.9000015258789,22.6000003814697,30,68.129997253418,40,1,0,0,0,0,2,61.0532073974609,26.4188671112061,53,68.7307662963867,32.6807708740234,52,0,NA,NA,3,30007,3
"8",8,11013,86,54,32,17,1,1,1,2,3,3,40.9599990844727,69,83,38.2700004577637,62,81,30007,11,8,5,1,30,0,3,87,30,61.0999984741211,36.7000007629395,30,65.5699996948242,46.7000007629395,1,0,0,0,0,3,62.3588905334473,38.2629623413086,81,69.472770690918,40.9915657043457,83,0,NA,NA,8,30007,8
"9",9,11013,86,54,32,17,1,1,1,2,3,3,40.9599990844727,69,83,38.2700004577637,62,81,30007,11,8,5,2,26,0,3,87,24,59.4199981689453,45.7999992370605,24,69.9199981689453,41.7000007629395,1,0,0,0,0,3,62.3588905334473,38.2629623413086,81,69.472770690918,40.9915657043457,83,0,NA,NA,8,30007,8
"10",10,11013,86,54,32,17,1,1,1,2,3,3,40.9599990844727,69,83,38.2700004577637,62,81,30007,11,8,5,3,31,0,3,87,27,66.370002746582,33.2999992370605,29,73.1399993896484,34.5,1,0,0,0,0,3,62.3588905334473,38.2629623413086,81,69.472770690918,40.9915657043457,83,0,NA,NA,8,30007,8
"11",11,11015,95,50,45,17,1,1,1,1,3,3,16.0900001525879,80,87,15.9099998474121,76,88,30007,11,6,5,1,32,0,3,95,30,76.5699996948242,16.7000007629395,29,79.6600036621094,13.8000001907349,1,0,0,0,0,3,76.0814743041992,15.9250001907349,88,79.9575881958008,16.0977020263672,87,0,NA,NA,6,30007,6
"12",12,11015,95,50,45,17,1,1,1,1,3,3,16.0900001525879,80,87,15.9099998474121,76,88,30007,11,6,5,2,32,0,3,95,31,71.2900009155273,22.6000003814697,31,75.9400024414062,22.6000003814697,1,0,0,0,0,3,76.0814743041992,15.9250001907349,88,79.9575881958008,16.0977020263672,87,0,NA,NA,6,30007,6
"13",13,11015,95,50,45,17,1,1,1,1,3,3,16.0900001525879,80,87,15.9099998474121,76,88,30007,11,6,5,3,31,0,3,95,27,81.0400009155273,7.40000009536743,27,84.8899993896484,11.1000003814697,1,0,0,0,0,3,76.0814743041992,15.9250001907349,88,79.9575881958008,16.0977020263672,87,0,NA,NA,6,30007,6
"14",14,11017,77,38,39,14,1,1,1,2,2,2,18.1800003051758,71,66,17.9099998474121,67,67,30007,11,9,5,2,39,0,2,77,37,65.7799987792969,21.6000003814697,35,70.370002746582,22.8999996185303,1,0,0,1,0,2,65.7799987792969,21.6000003814697,37,70.370002746582,22.8999996185303,35,0,NA,NA,9,30007,9
"15",15,11017,77,38,39,14,1,1,1,2,2,2,18.1800003051758,71,66,17.9099998474121,67,67,30007,11,9,5,1,38,0,2,77,30,68.5046691894531,13.3590002059937,31,71.7112884521484,12.8509674072266,NA,1,0,1,0,2,65.7799987792969,21.6000003814697,37,70.370002746582,22.8999996185303,35,1,31,30,9,30007,9
"16",16,11020,97,56,41,14,1,1,1,1,3,3,18.8199996948242,78,85,14.4300003051758,74,97,30007,11,5,5,1,31,0,3,97,30,71.3000030517578,20,26,78.3099975585938,19.2000007629395,1,0,0,0,0,3,74.0694808959961,14.4381446838379,97,77.8605880737305,18.8294124603271,85,0,NA,NA,5,30007,5
"17",17,11020,97,56,41,14,1,1,1,1,3,3,18.8199996948242,78,85,14.4300003051758,74,97,30007,11,5,5,2,33,0,3,97,34,77.2600021362305,11.8000001907349,30,78.0999984741211,16.7000007629395,1,0,0,0,0,3,74.0694808959961,14.4381446838379,97,77.8605880737305,18.8294124603271,85,0,NA,NA,5,30007,5
"18",18,11020,97,56,41,14,1,1,1,1,3,3,18.8199996948242,78,85,14.4300003051758,74,97,30007,11,5,5,3,33,0,3,97,33,73.3000030517578,12.1000003814697,29,77.2099990844727,20.7000007629395,1,0,0,0,0,3,74.0694808959961,14.4381446838379,97,77.8605880737305,18.8294124603271,85,0,NA,NA,5,30007,5
"19",19,11021,58,23,35,12,1,1,1,2,2,2,26.7900009155273,70,56,41.0699996948242,57,56,30007,11,11,5,1,30,0,2,58,28,57.8600006103516,35.7000007629395,28,72.6399993896484,28.6000003814697,1,0,0,0,0,2,57.2000007629395,41.0499992370605,56,70.1750030517578,26.7999992370605,56,0,NA,NA,11,30007,11
"20",20,11021,58,23,35,12,1,1,1,2,2,2,26.7900009155273,70,56,41.0699996948242,57,56,30007,11,11,5,2,28,0,2,58,28,56.5400009155273,46.4000015258789,28,67.7099990844727,25,1,0,0,0,0,2,57.2000007629395,41.0499992370605,56,70.1750030517578,26.7999992370605,56,0,NA,NA,11,30007,11
"21",21,11027,97,45,52,18,1,1,1,1,3,3,19.5699996948242,76,92,28.4200000762939,67,95,30007,11,5,5,2,34,0,3,97,33,71.0899963378906,15.1999998092651,32,81.0299987792969,6.30000019073486,1,0,0,1,0,3,68.3396759033203,19.3629035949707,62,77.3931121826172,18.0426235198975,61,0,NA,NA,5,30007,5
"22",22,11027,97,45,52,18,1,1,1,1,3,3,19.5699996948242,76,92,28.4200000762939,67,95,30007,11,5,5,3,29,0,3,97,29,65.2099990844727,24.1000003814697,29,73.379997253418,31,1,0,0,1,0,3,68.3396759033203,19.3629035949707,62,77.3931121826172,18.0426235198975,61,0,NA,NA,5,30007,5
"23",23,11027,97,45,52,18,1,1,1,1,3,3,19.5699996948242,76,92,28.4200000762939,67,95,30007,11,5,5,1,34,0,3,97,33,64.4830322265625,45.4363632202148,31,73.2587127685547,22.5754833221436,NA,1,0,1,0,3,68.3396759033203,19.3629035949707,62,77.3931121826172,18.0426235198975,61,1,31,33,5,30007,5
"24",24,11029,70,29,41,14,1,1,1,2,2,2,35.3800010681152,70,65,33.8499984741211,57,65,30007,11,11,5,1,34,0,2,70,31,56.2299995422363,29,31,65.1900024414062,51.5999984741211,1,0,0,1,0,2,56.2299995422363,29,31,65.1900024414062,51.5999984741211,31,0,NA,NA,11,30007,11
"25",25,11029,70,29,41,14,1,1,1,2,2,2,35.3800010681152,70,65,33.8499984741211,57,65,30007,11,11,5,2,36,0,2,70,34,57.7020606994629,38.2720603942871,34,74.3855895996094,20.5911769866943,NA,1,0,1,0,2,56.2299995422363,29,31,65.1900024414062,51.5999984741211,31,1,34,34,11,30007,11
"26",26,11031,42,20,22,13,1,1,1,2,2,2,28.9500007629395,72,38,30.7700004577637,66,39,30007,11,12,5,1,23,0,2,42,22,67.0899963378906,22.7000007629395,21,74.5699996948242,28.6000003814697,1,0,0,0,0,2,65.9217910766602,30.764102935791,39,72.1050033569336,28.9578952789307,38,0,NA,NA,12,30007,12
"27",27,11031,42,20,22,13,1,1,1,2,2,2,28.9500007629395,72,38,30.7700004577637,66,39,30007,11,12,5,2,19,0,2,42,17,64.4100036621094,41.2000007629395,17,69.0599975585938,29.3999996185303,1,0,0,0,0,2,65.9217910766602,30.764102935791,39,72.1050033569336,28.9578952789307,38,0,NA,NA,12,30007,12
"28",28,11032,95,47,48,19,1,1,1,4,3,3,36.1399993896484,64,83,39.3300018310547,56,89,30007,11,13,5,1,32,0,3,92,31,49.5200004577637,38.7000007629395,27,61.0699996948242,40.7000007629395,1,0,0,0,0,3,56.2723579406738,39.3269653320312,89,64.4109649658203,36.1433753967285,83,0,NA,NA,13,30007,13
"29",29,11032,95,47,48,19,1,1,1,4,3,3,36.1399993896484,64,83,39.3300018310547,56,89,30007,11,13,5,2,31,0,3,92,30,59.5,40,30,68.9700012207031,30,1,0,0,0,0,3,56.2723579406738,39.3269653320312,89,64.4109649658203,36.1433753967285,83,0,NA,NA,13,30007,13
"30",30,11032,95,47,48,19,1,1,1,4,3,3,36.1399993896484,64,83,39.3300018310547,56,89,30007,11,13,5,3,29,0,3,92,28,60.2900009155273,39.2999992370605,26,62.6199989318848,38.5,1,0,0,0,0,3,56.2723579406738,39.3269653320312,89,64.4109649658203,36.1433753967285,83,0,NA,NA,13,30007,13
"31",31,11034,56,30,26,15,1,1,1,2,2,2,31.4799995422363,71,54,32.7299995422363,66,55,30007,11,11,5,2,28,0,2,56,28,64.75,28.6000003814697,27,70.5899963378906,25.8999996185303,1,0,0,1,0,2,64.75,28.6000003814697,28,70.5899963378906,25.8999996185303,27,0,NA,NA,11,30007,11
"32",32,11034,56,30,26,15,1,1,1,2,2,2,31.4799995422363,71,54,32.7299995422363,66,55,30007,11,11,5,1,28,0,2,56,27,67.2962951660156,37.0129623413086,27,71.4100036621094,37.060001373291,NA,1,0,1,0,2,64.75,28.6000003814697,28,70.5899963378906,25.8999996185303,27,1,27,27,11,30007,11
"33",33,11044,11,6,5,7,2,1,1,8,1,1,33.3300018310547,69,12,50,56,12,30007,12,50,5,1,17,0,1,17,12,55.5800018310547,50,12,69.25,33.2999992370605,1,0,0,0,0,1,55.5800018310547,50,12,69.25,33.2999992370605,12,0,NA,NA,50,30007,50
"34",34,11045,76,37,39,17,2,1,1,2,2,2,25.7099990844727,75,70,27.5400009155273,68,69,30007,12,9,5,1,38,0,2,76,33,68.5800018310547,27.2999992370605,34,74.8499984741211,23.5,1,0,0,1,0,2,68.5800018310547,27.2999992370605,33,74.8499984741211,23.5,34,0,NA,NA,9,30007,9
"35",35,11045,76,37,39,17,2,1,1,2,2,2,25.7099990844727,75,70,27.5400009155273,68,69,30007,12,9,5,2,38,0,2,76,36,67.4683303833008,27.7600002288818,36,75.1416702270508,27.7972221374512,NA,1,0,1,0,2,68.5800018310547,27.2999992370605,33,74.8499984741211,23.5,34,1,36,36,9,30007,9
"36",36,11048,74,74,0,16,2,1,1,2,2,2,21.4300003051758,79,70,25.3500003814697,71,71,30007,12,11,5,1,38,0,2,74,37,67.7600021362305,21.6000003814697,36,82.0299987792969,25,1,0,0,0,0,2,71.394645690918,25.3352108001709,71,78.9311447143555,21.4057140350342,70,0,NA,NA,11,30007,11
"37",37,11048,74,74,0,16,2,1,1,2,2,2,21.4300003051758,79,70,25.3500003814697,71,71,30007,12,11,5,2,36,0,2,74,34,75.3499984741211,29.3999996185303,34,75.6500015258789,17.6000003814697,1,0,0,0,0,2,71.394645690918,25.3352108001709,71,78.9311447143555,21.4057140350342,70,0,NA,NA,11,30007,11
"38",38,11054,35,35,0,12,2,1,1,2,1,1,55.1699981689453,68,29,38.7099990844727,63,31,30007,12,17,5,1,35,0,1,35,31,63,38.7099990844727,29,68,55.1699981689453,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,17,30007,17
"39",39,11058,82,38,44,19,2,1,1,2,3,3,33.8199996948242,74,68,48.5699996948242,60,70,30007,12,13,5,1,25,0,3,80,21,62.5699996948242,42.9000015258789,21,72.6699981689453,23.7999992370605,1,0,0,0,0,3,59.6855697631836,48.5900001525879,70,73.7222061157227,33.8294105529785,68,0,NA,NA,13,30007,13
"40",40,11058,82,38,44,19,2,1,1,2,3,3,33.8199996948242,74,68,48.5699996948242,60,70,30007,12,13,5,2,29,0,3,80,26,62.5800018310547,34.5999984741211,25,72.3199996948242,48,1,0,0,0,0,3,59.6855697631836,48.5900001525879,70,73.7222061157227,33.8294105529785,68,0,NA,NA,13,30007,13
"41",41,11058,82,38,44,19,2,1,1,2,3,3,33.8199996948242,74,68,48.5699996948242,60,70,30007,12,13,5,3,26,0,3,80,23,53.7799987792969,69.5999984741211,22,76.3199996948242,27.2999992370605,1,0,0,0,0,3,59.6855697631836,48.5900001525879,70,73.7222061157227,33.8294105529785,68,0,NA,NA,13,30007,13
"42",42,11061,46,16,30,17,2,1,1,2,2,2,34.2900009155273,70,35,54.2900009155273,53,35,30007,12,15,5,1,16,0,2,46,11,44.2700004577637,81.8000030517578,11,61.6399993896484,54.5,1,0,0,0,0,2,53.0540008544922,54.3028564453125,35,69.9440002441406,34.271427154541,35,0,NA,NA,15,30007,15
"43",43,11061,46,16,30,17,2,1,1,2,2,2,34.2900009155273,70,35,54.2900009155273,53,35,30007,12,15,5,2,30,0,2,46,24,57.0800018310547,41.7000007629395,24,73.75,25,1,0,0,0,0,2,53.0540008544922,54.3028564453125,35,69.9440002441406,34.271427154541,35,0,NA,NA,15,30007,15
"44",44,11064,40,22,18,9,2,2,1,6,1,1,68.1800003051758,53,22,59.0900001525879,49,22,10157,12,25,5,1,40,0,1,40,22,48.7299995422363,59.0999984741211,22,52.7700004577637,68.1999969482422,1,0,0,0,0,1,48.7299995422363,59.0999984741211,22,52.7700004577637,68.1999969482422,22,0,NA,NA,25,10157,25
"45",45,11065,20,11,9,8,2,2,1,7,1,1,11.1099996566772,74,18,16.6700000762939,68,18,10157,12,42,5,1,20,0,1,20,18,67.5,16.7000007629395,18,73.6699981689453,11.1000003814697,1,0,0,0,0,1,67.5,16.7000007629395,18,73.6699981689453,11.1000003814697,18,0,NA,NA,42,10157,42
"46",46,11067,62,31,31,15,2,2,1,5,3,2,26.5300006866455,64,49,46,51,50,8094,12,31,5,1,22,0,2,51,21,47.7099990844727,42.9000015258789,21,61,19,1,0,0,0,0,2,49.8287239074707,46.8276596069336,47,63.9982986450195,25.527660369873,47,0,NA,NA,31,8094,31
"47",47,11067,62,31,31,15,2,2,1,5,3,2,26.5300006866455,64,49,46,51,50,8094,12,31,5,2,29,0,2,51,26,51.5400009155273,50,26,66.4199981689453,30.7999992370605,1,0,0,0,0,2,49.8287239074707,46.8276596069336,47,63.9982986450195,25.527660369873,47,0,NA,NA,31,8094,31
"48",48,11072,41,25,16,12,2,2,1,5,2,2,25.6399993896484,72,39,28.2099990844727,65,39,7963,12,25,5,1,21,0,2,41,19,68.8899993896484,15.8000001907349,19,71.8399963378906,15.8000001907349,1,0,0,1,0,2,68.8899993896484,15.8000001907349,19,71.8399963378906,15.8000001907349,19,0,NA,NA,25,7963,25
"49",49,11072,41,25,16,12,2,2,1,5,2,2,25.6399993896484,72,39,28.2099990844727,65,39,7963,12,25,5,2,20,0,2,41,20,61.304500579834,39.9995002746582,20,72.1520004272461,34.9879989624023,NA,1,0,1,0,2,68.8899993896484,15.8000001907349,19,71.8399963378906,15.8000001907349,19,1,20,20,25,7963,25
"50",50,11073,60,30,30,19,1,1,1,1,2,2,13.460000038147,79,52,18.8700008392334,69,53,5678,11,7,5,1,30,0,2,60,28,72.3600006103516,10.6999998092651,27,84.9300003051758,3.70000004768372,1,0,0,0,0,2,69.1147155761719,18.8603782653809,53,79.0982666015625,13.4596157073975,52,0,NA,NA,7,5678,7
"51",51,11073,60,30,30,19,1,1,1,1,2,2,13.460000038147,79,52,18.8700008392334,69,53,5678,11,7,5,2,30,0,2,60,25,65.4800033569336,28,25,72.8000030517578,24,1,0,0,0,0,2,69.1147155761719,18.8603782653809,53,79.0982666015625,13.4596157073975,52,0,NA,NA,7,5678,7
"52",52,11106,58,26,32,14,1,1,1,1,2,2,16.2199993133545,83,37,5.40999984741211,78,37,30007,11,3,5,2,29,0,2,58,20,77.5999984741211,10,20,80.0999984741211,25,1,0,0,1,0,2,77.5999984741211,10,20,80.0999984741211,25,20,0,NA,NA,3,30007,3
"53",53,11106,58,26,32,14,1,1,1,1,2,2,16.2199993133545,83,37,5.40999984741211,78,37,30007,11,3,5,1,29,0,2,58,17,78.470588684082,0.00999999977648258,17,86.4117660522461,5.89058828353882,NA,1,0,1,0,2,77.5999984741211,10,20,80.0999984741211,25,20,1,17,17,3,30007,3
"54",54,11108,12,7,5,6,2,2,1,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,12,0,1,12,12,48.75,66.6999969482422,11,57.0900001525879,45.5,1,0,1,0,1,1,48.75,66.6999969482422,12,57.0900001525879,45.5,11,0,NA,NA,54,26104,54
"55",55,11109,119,69,50,25,1,2,1,1,5,4,16.0400009155273,77,106,17.9200000762939,66,106,10561,11,5,5,1,24,0,4,108,23,64.129997253418,17.3999996185303,23,72.0899963378906,26.1000003814697,1,0,0,0,0,4,66.3295288085938,17.9339618682861,106,77.028205871582,16.0405654907227,106,0,NA,NA,5,10561,5
"56",56,11109,119,69,50,25,1,2,1,1,5,4,16.0400009155273,77,106,17.9200000762939,66,106,10561,11,5,5,2,26,0,4,108,25,70.5199966430664,16,25,82.5199966430664,12,1,0,0,0,0,4,66.3295288085938,17.9339618682861,106,77.028205871582,16.0405654907227,106,0,NA,NA,5,10561,5
"57",57,11109,119,69,50,25,1,2,1,1,5,4,16.0400009155273,77,106,17.9200000762939,66,106,10561,11,5,5,3,32,0,4,108,32,67.0899963378906,18.7999992370605,32,81.25,9.39999961853027,1,0,0,0,0,4,66.3295288085938,17.9339618682861,106,77.028205871582,16.0405654907227,106,0,NA,NA,5,10561,5
"58",58,11109,119,69,50,25,1,2,1,1,5,4,16.0400009155273,77,106,17.9200000762939,66,106,10561,11,5,5,4,26,0,4,108,26,63.310001373291,19.2000007629395,26,70.9199981689453,19.2000007629395,1,0,0,0,0,4,66.3295288085938,17.9339618682861,106,77.028205871582,16.0405654907227,106,0,NA,NA,5,10561,5
"59",59,11111,106,53,53,22,1,1,1,2,4,3,27.3799991607666,75,84,36.0499992370605,61,86,30007,11,5,5,1,33,0,3,94,29,63.8600006103516,24.1000003814697,29,74.7900009155273,24.1000003814697,1,0,0,0,0,3,60.9276733398438,36.0302314758301,86,74.8808364868164,27.3833332061768,84,0,NA,NA,5,30007,5
"60",60,11111,106,53,53,22,1,1,1,2,4,3,27.3799991607666,75,84,36.0499992370605,61,86,30007,11,5,5,2,30,0,3,94,27,56.2200012207031,48.0999984741211,26,72.7300033569336,38.5,1,0,0,0,0,3,60.9276733398438,36.0302314758301,86,74.8808364868164,27.3833332061768,84,0,NA,NA,5,30007,5
"61",61,11111,106,53,53,22,1,1,1,2,4,3,27.3799991607666,75,84,36.0499992370605,61,86,30007,11,5,5,3,31,0,3,94,30,62.3300018310547,36.7000007629395,29,76.9000015258789,20.7000007629395,1,0,0,0,0,3,60.9276733398438,36.0302314758301,86,74.8808364868164,27.3833332061768,84,0,NA,NA,5,30007,5
"62",62,11115,57,30,27,17,2,1,1,2,2,2,22.2199993133545,75,54,52.6300010681152,60,57,30007,12,11,5,1,30,0,2,57,32,58.439998626709,56.2999992370605,30,76.5299987792969,26.7000007629395,1,0,0,1,0,2,58.439998626709,56.2999992370605,32,76.5299987792969,26.7000007629395,30,0,NA,NA,11,30007,11
"63",63,11115,57,30,27,17,2,1,1,2,2,2,22.2199993133545,75,54,52.6300010681152,60,57,30007,12,11,5,2,27,0,2,57,25,61.9967994689941,47.9323997497559,24,73.0875015258789,16.6200008392334,NA,1,0,1,0,2,58.439998626709,56.2999992370605,32,76.5299987792969,26.7000007629395,30,1,24,25,11,30007,11
"64",64,11117,66,44,22,18,1,2,1,6,3,2,29.0900001525879,65,55,35.0900001525879,60,57,26104,11,31,5,1,28,0,2,55,27,62.5900001525879,22.2000007629395,26,67.4599990844727,23.1000003814697,1,0,0,0,0,2,59.9794731140137,35.0947380065918,57,64.9290924072266,29.1109085083008,55,0,NA,NA,31,26104,31
"65",65,11117,66,44,22,18,1,2,1,6,3,2,29.0900001525879,65,55,35.0900001525879,60,57,26104,11,31,5,2,27,0,2,55,30,57.6300010681152,46.7000007629395,29,62.6599998474121,34.5,1,0,0,0,0,2,59.9794731140137,35.0947380065918,57,64.9290924072266,29.1109085083008,55,0,NA,NA,31,26104,31
"66",66,11119,83,24,59,21,2,2,1,3,3,3,21.7900009155273,76,78,51.2799987792969,56,78,36111,12,21,5,1,29,0,3,83,28,48.0699996948242,78.5999984741211,28,75.6800003051758,21.3999996185303,1,0,0,0,0,3,55.5336380004883,51.9545440673828,77,76.2590942382812,22.0636367797852,77,0,NA,NA,21,36111,21
"67",67,11119,83,24,59,21,2,2,1,3,3,3,21.7900009155273,76,78,51.2799987792969,56,78,36111,12,21,5,2,24,0,3,83,21,55.810001373291,42.9000015258789,21,69.4300003051758,42.9000015258789,1,0,0,0,0,3,55.5336380004883,51.9545440673828,77,76.2590942382812,22.0636367797852,77,0,NA,NA,21,36111,21
"68",68,11119,83,24,59,21,2,2,1,3,3,3,21.7900009155273,76,78,51.2799987792969,56,78,36111,12,21,5,3,30,0,3,83,28,62.7900009155273,32.0999984741211,28,81.9599990844727,7.09999990463257,1,0,0,0,0,3,55.5336380004883,51.9545440673828,77,76.2590942382812,22.0636367797852,77,0,NA,NA,21,36111,21
"69",69,11120,106,56,50,19,1,1,1,2,3,3,35.1100006103516,72,94,38.1399993896484,56,97,30007,11,2,5,2,35,0,3,106,33,54.3899993896484,39.4000015258789,34,71.7600021362305,29.3999996185303,1,0,0,1,0,3,54.9199981689453,37.9000015258789,66,70.5199966430664,33.8353843688965,65,0,NA,NA,2,30007,2
"70",70,11120,106,56,50,19,1,1,1,2,3,3,35.1100006103516,72,94,38.1399993896484,56,97,30007,11,2,5,3,35,0,3,106,33,55.4500007629395,36.4000015258789,31,69.1600036621094,38.7000007629395,1,0,0,1,0,3,54.9199981689453,37.9000015258789,66,70.5199966430664,33.8353843688965,65,0,NA,NA,2,30007,2
"71",71,11120,106,56,50,19,1,1,1,2,3,3,35.1100006103516,72,94,38.1399993896484,56,97,30007,11,2,5,1,36,0,3,106,31,58.2993545532227,38.6509666442871,29,75.3172378540039,37.9668960571289,NA,1,0,1,0,3,54.9199981689453,37.9000015258789,66,70.5199966430664,33.8353843688965,65,1,29,31,2,30007,2
"72",72,11126,47,0,47,11,2,3,1,2,2,2,43.4799995422363,66,46,58.7000007629395,55,46,30007,12,16,5,1,22,0,2,47,23,53.9099998474121,43.5,23,66.4800033569336,43.5,1,0,0,0,0,2,54.435001373291,58.7000007629395,46,66.4550018310547,43.5,46,0,NA,NA,16,30007,16
"73",73,11126,47,0,47,11,2,3,1,2,2,2,43.4799995422363,66,46,58.7000007629395,55,46,30007,12,16,5,2,25,0,2,47,23,54.9599990844727,73.9000015258789,23,66.4300003051758,43.5,1,0,0,0,0,2,54.435001373291,58.7000007629395,46,66.4550018310547,43.5,46,0,NA,NA,16,30007,16
"74",74,11127,29,12,17,9,1,1,1,2,1,1,23.3299999237061,78,30,37.5,63,32,30007,11,6,5,1,29,0,1,29,32,62.7799987792969,37.5,30,78.0299987792969,23.2999992370605,1,0,0,0,0,1,62.7799987792969,37.5,32,78.0299987792969,23.2999992370605,30,0,NA,NA,6,30007,6
"75",75,11128,79,36,43,20,2,1,1,2,3,3,11.8400001525879,79,76,16.8799991607666,77,77,30007,12,12,5,1,22,0,3,79,23,81.4300003051758,13,22,79.0899963378906,13.6000003814697,1,0,0,0,0,3,76.8541564941406,16.8753242492676,77,79.0676345825195,11.8131580352783,76,0,NA,NA,12,30007,12
"76",76,11128,79,36,43,20,2,1,1,2,3,3,11.8400001525879,79,76,16.8799991607666,77,77,30007,12,12,5,2,31,0,3,79,28,74.3899993896484,17.8999996185303,28,78.1100006103516,10.6999998092651,1,0,0,0,0,3,76.8541564941406,16.8753242492676,77,79.0676345825195,11.8131580352783,76,0,NA,NA,12,30007,12
"77",77,11128,79,36,43,20,2,1,1,2,3,3,11.8400001525879,79,76,16.8799991607666,77,77,30007,12,12,5,3,26,0,3,79,26,75.4599990844727,19.2000007629395,26,80.0800018310547,11.5,1,0,0,0,0,3,76.8541564941406,16.8753242492676,77,79.0676345825195,11.8131580352783,76,0,NA,NA,12,30007,12
"78",78,11132,106,55,51,29,2,2,1,1,4,3,26.3700008392334,75,91,49.4500007629395,61,91,36046,12,9,5,1,35,0,3,98,33,61.1500015258789,51.5,33,75.7900009155273,24.2000007629395,1,0,0,0,0,3,61.2965927124023,49.4285697937012,91,75.4617614746094,26.3351650238037,91,0,NA,NA,9,36046,9
"79",79,11132,106,55,51,29,2,2,1,1,4,3,26.3700008392334,75,91,49.4500007629395,61,91,36046,12,9,5,2,32,0,3,98,29,66.5500030517578,37.9000015258789,29,76.0999984741211,24.1000003814697,1,0,0,0,0,3,61.2965927124023,49.4285697937012,91,75.4617614746094,26.3351650238037,91,0,NA,NA,9,36046,9
"80",80,11132,106,55,51,29,2,2,1,1,4,3,26.3700008392334,75,91,49.4500007629395,61,91,36046,12,9,5,3,31,0,3,98,29,56.2099990844727,58.5999984741211,29,74.4499969482422,31,1,0,0,0,0,3,61.2965927124023,49.4285697937012,91,75.4617614746094,26.3351650238037,91,0,NA,NA,9,36046,9
"81",81,11133,29,17,12,9,2,1,1,2,1,1,7.1399998664856,80,28,28.5699996948242,72,28,30007,12,7,5,1,29,0,1,29,28,72,28.5699996948242,28,80,7.1399998664856,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,7,30007,7
"82",82,11134,60,28,32,11,1,1,1,1,2,2,14.289999961853,84,56,31.5799999237061,70,57,30007,11,2,5,1,28,0,2,60,27,69.7399978637695,25.8999996185303,26,84.6500015258789,19.2000007629395,1,0,0,0,0,2,69.7715759277344,31.5842113494873,57,83.7285690307617,14.2714281082153,56,0,NA,NA,2,30007,2
"83",83,11134,60,28,32,11,1,1,1,1,2,2,14.289999961853,84,56,31.5799999237061,70,57,30007,11,2,5,2,32,0,2,60,30,69.8000030517578,36.7000007629395,30,82.9300003051758,10,1,0,0,0,0,2,69.7715759277344,31.5842113494873,57,83.7285690307617,14.2714281082153,56,0,NA,NA,2,30007,2
